2022-08-20,6,16,34,35,37,42
2022-08-13,1,15,20,29,35,38
2022-08-06,14,15,24,31,33,39
2022-07-30,8,12,17,21,26,42
2022-07-23,3,20,24,32,38,40
2022-07-16,8,11,19,23,35,37
2022-07-09,6,23,30,37,43,44
2022-07-02,10,15,17,31,37,42
2022-06-25,6,16,18,20,25,36
2022-06-18,1,11,22,27,34,37
2022-06-11,10,11,19,21,39,45
2022-06-04,7,8,13,17,23,25
2022-05-28,15,17,19,28,32,33
2022-05-21,5,9,13,23,38,41
2022-05-14,15,20,25,27,35,39
2022-05-07,6,7,11,13,17,45
2022-04-30,3,8,10,20,36,42
2022-04-23,3,23,31,33,39,45
2022-04-16,11,12,14,15,23,37
2022-04-09,1,8,19,31,35,40
2022-04-02,1,4,6,15,21,27
2022-03-26,2,8,13,21,22,33
2022-03-19,10,24,32,34,38,43
2022-03-12,4,29,35,37,40,41
2022-03-05,2,16,18,19,30,40
2022-02-26,3,7,16,23,26,34
2022-02-19,1,5,18,20,23,34
2022-02-12,13,35,36,37,42,43
2022-02-05,2,9,10,11,22,37
2022-01-29,8,9,22,23,34,40
2022-01-22,1,12,14,21,39,43
2022-01-15,3,11,19,33,38,42
2022-01-08,3,17,20,24,27,29
2021-12-31,8,14,15,20,32,43
2021-12-25,6,19,21,30,31,42
2021-12-18,1,19,25,29,36,44
2021-12-11,6,12,27,35,37,39
2021-12-04,8,24,31,39,44,45
2021-11-27,3,5,27,34,41,45
2021-11-20,9,17,20,21,25,33
2021-11-13,17,22,26,29,32,40
2021-11-06,11,15,28,30,33,39
2021-10-30,4,16,26,29,30,32
2021-10-23,9,10,16,22,26,32
2021-10-16,2,7,17,26,27,38
2021-10-09,18,22,24,34,40,42
2021-10-02,13,17,26,28,33,44
2021-09-25,6,28,29,33,36,40
2021-09-18,5,6,15,18,36,43
2021-09-11,8,10,17,23,26,34
2021-09-04,14,29,31,33,44,45
2021-08-28,17,19,21,22,23,30
2021-08-21,6,19,34,35,40,43
2021-08-14,3,9,13,19,24,28
2021-08-07,5,11,12,22,28,36
2021-07-31,13,16,18,32,33,41
2021-07-24,12,16,26,27,30,40
2021-07-17,2,14,30,32,35,38
2021-07-10,22,23,28,30,34,38
2021-07-03,2,7,27,33,37,42
2021-06-26,1,24,26,32,34,36
2021-06-19,12,14,30,34,40,41
2021-06-12,5,13,15,28,37,45
2021-06-05,1,11,24,32,33,44
2021-05-29,2,7,16,28,30,42
2021-05-22,6,7,9,13,23,27
2021-05-15,5,15,16,19,20,41
2021-05-08,2,4,9,26,31,41
2021-05-01,5,14,18,22,31,42
2021-04-24,2,4,8,31,32,44
2021-04-17,5,13,17,33,38,44
2021-04-10,7,8,20,22,26,42
2021-04-03,1,21,31,38,39,41
2021-03-27,2,4,12,23,24,35
2021-03-20,8,9,13,19,22,32
2021-03-13,15,17,22,27,37,40
2021-03-06,11,16,26,32,39,42
2021-02-27,4,6,24,35,42,45
2021-02-20,3,5,9,26,35,41
2021-02-13,1,3,4,22,42,43
2021-02-06,3,6,8,10,12,24
2021-01-30,3,6,15,20,30,31
2021-01-23,1,6,8,10,29,40
2021-01-16,4,12,14,17,22,33
2021-01-09,7,9,20,22,34,45
2021-01-02,5,7,14,16,17,44
2020-12-26,2,5,11,21,30,32
2020-12-19,9,16,26,35,39,41
2020-12-12,14,16,35,38,40,43
2020-12-05,1,9,11,24,32,41
2020-11-28,10,18,20,34,35,37
2020-11-21,2,21,27,37,39,42
2020-11-14,6,15,23,26,27,45
2020-11-07,1,3,7,8,15,35
2020-10-31,4,13,19,26,27,34
2020-10-24,3,23,30,31,38,45
2020-10-17,5,8,12,14,16,38
2020-10-10,5,12,24,26,34,37
2020-10-03,3,11,21,24,29,38
2020-09-26,1,7,22,28,36,42
2020-09-19,1,8,14,23,26,41
2020-09-12,12,27,28,31,36,39
2020-09-05,2,3,13,32,37,38
2020-08-29,13,16,20,25,40,44
2020-08-22,2,7,9,16,33,43
2020-08-15,13,16,29,34,35,41
2020-08-08,1,11,17,18,34,42
2020-08-01,8,9,23,29,38,42
2020-07-25,6,9,16,32,37,44
2020-07-18,2,18,21,22,35,43
2020-07-11,22,26,27,29,32,38
2020-07-04,17,31,33,35,39,42
2020-06-27,15,19,24,28,35,41
2020-06-20,9,11,17,19,22,29
2020-06-13,3,17,29,32,34,38
2020-06-06,3,10,18,19,22,27
2020-05-30,3,15,19,22,25,44
2020-05-23,1,21,25,30,32,45
2020-05-16,4,11,16,17,19,26
2020-05-09,7,21,22,35,38,39
2020-05-02,10,14,16,18,31,43
2020-04-25,3,15,17,23,34,38
2020-04-18,23,24,29,39,40,41
2020-04-11,5,10,11,14,26,27
2020-04-04,11,19,22,33,36,39
2020-03-28,3,7,10,16,37,43
2020-03-21,10,19,26,27,31,33
2020-03-14,8,13,27,40,41,42
2020-03-07,3,7,28,33,34,40
2020-02-29,3,12,29,30,31,38
2020-02-22,8,11,15,16,23,29
2020-02-15,3,4,11,21,24,39
2020-02-08,17,19,24,36,38,44
2020-02-01,1,10,17,24,29,33
2020-01-25,10,17,19,24,36,38
2020-01-18,3,10,12,24,34,35
2020-01-11,11,17,18,20,37,41
2020-01-04,11,16,33,38,40,42
2019-12-28,1,13,19,31,37,39
2019-12-21,18,23,28,30,35,37
2019-12-14,1,9,31,34,39,40
2019-12-07,1,13,16,25,30,32
2019-11-30,10,16,20,22,30,38
2019-11-23,7,14,25,30,37,45
2019-11-16,11,22,28,31,32,34
2019-11-09,1,10,25,27,28,36
2019-11-02,1,2,10,12,21,42
2019-10-26,2,7,28,29,31,45
2019-10-19,18,21,26,39,41,43
2019-10-12,6,8,16,17,27,33
2019-10-05,4,12,20,33,34,36
2019-09-28,4,11,18,20,22,41
2019-09-21,14,29,32,33,40,43
2019-09-14,7,20,27,38,39,41
2019-09-07,1,8,10,14,23,36
2019-08-31,7,14,15,17,36,41
2019-08-24,4,9,10,11,32,33
2019-08-17,6,19,23,24,28,35
2019-08-10,1,6,9,37,38,39
2019-08-03,3,5,28,32,38,44
2019-07-27,11,13,23,27,35,38
2019-07-20,2,8,12,18,30,42
2019-07-13,5,16,18,22,36,41
2019-07-06,15,18,23,30,41,44
2019-06-29,5,14,21,33,35,42
2019-06-22,5,10,11,12,29,41
2019-06-15,8,18,24,39,41,42
2019-06-08,1,22,24,36,39,42
2019-06-01,6,9,20,25,27,31
2019-05-25,1,11,18,29,35,44
2019-05-18,2,6,8,36,39,45
2019-05-11,17,27,28,32,34,44
2019-05-04,7,8,23,24,27,33
2019-04-27,1,16,21,26,39,41
2019-04-20,9,14,16,18,20,36
2019-04-13,16,18,19,21,22,25
2019-04-06,4,8,10,12,38,39
2019-03-30,5,8,26,27,31,33
2019-03-23,9,29,32,33,37,39
2019-03-16,1,8,12,15,31,42
2019-03-09,16,17,21,27,29,43
2019-03-02,5,10,38,39,40,43
2019-02-23,13,19,20,21,25,37
2019-02-16,18,19,26,27,38,43
2019-02-09,9,11,13,16,17,21
2019-02-02,1,5,12,21,24,45
2019-01-26,8,18,19,36,38,42
2019-01-19,8,10,11,15,26,45
2019-01-12,5,11,15,23,35,45
2019-01-05,3,18,20,24,26,34
2018-12-29,2,9,17,30,33,39
2018-12-22,5,9,14,29,41,43
2018-12-15,23,28,32,33,35,39
2018-12-08,2,6,23,25,26,43
2018-12-01,5,24,25,27,31,38
2018-11-24,7,10,20,24,29,37
2018-11-17,6,18,19,26,30,31
2018-11-10,1,21,22,23,38,44
2018-11-03,3,5,12,14,35,36
2018-10-27,9,13,16,17,32,37
2018-10-20,5,14,15,38,42,45
2018-10-13,3,6,10,34,37,40
2018-10-06,1,2,7,22,34,40
2018-09-29,2,9,10,13,16,25
2018-09-22,9,21,26,29,32,44
2018-09-15,1,3,7,15,44,45
2018-09-08,19,22,24,25,42,43
2018-09-01,5,10,14,16,36,43
2018-08-25,5,15,18,29,31,35
2018-08-18,6,17,19,26,37,38
2018-08-11,1,8,15,20,23,44
2018-08-04,12,14,24,25,35,38
2018-07-28,21,27,29,31,37,40
2018-07-21,2,4,14,15,16,24
2018-07-14,6,11,12,32,40,45
2018-07-07,1,6,18,23,29,43
2018-06-30,1,14,20,25,26,40
2018-06-23,9,10,18,31,35,41
2018-06-16,2,8,12,22,26,45
2018-06-09,7,10,22,25,26,36
2018-06-02,7,14,17,19,24,37
2018-05-26,10,21,25,29,38,40
2018-05-19,6,9,21,33,39,42
2018-05-12,6,12,14,17,31,38
2018-05-05,10,22,28,34,42,45
2018-04-28,13,29,33,35,38,43
2018-04-21,11,12,17,31,42,44
2018-04-14,7,9,10,17,18,38
2018-04-07,6,7,8,17,23,35
2018-03-31,8,15,23,27,43,44
2018-03-24,10,19,23,30,33,39
2018-03-17,26,32,33,35,38,41
2018-03-10,2,4,22,31,34,44
2018-03-03,2,21,29,35,36,45
2018-02-24,1,5,14,15,19,30
2018-02-17,3,8,13,30,31,35
2018-02-10,2,7,16,23,27,44
2018-02-03,11,12,13,23,24,27
2018-01-27,1,4,7,11,32,40
2018-01-20,2,5,9,14,31,34
2018-01-13,1,6,16,19,36,45
2018-01-06,3,12,31,32,35,44
2017-12-30,6,9,27,30,35,37
2017-12-23,8,11,13,21,23,34
2017-12-16,1,5,26,28,39,45
2017-12-09,14,17,28,30,34,36
2017-12-02,8,14,16,23,25,44
2017-11-25,4,6,18,31,36,44
2017-11-18,6,19,26,28,40,42
2017-11-11,18,19,27,30,38,43
2017-11-04,4,7,17,22,26,30
2017-10-28,1,13,17,38,40,44
2017-10-21,13,22,30,34,42,45
2017-10-14,6,13,18,25,34,39
2017-10-07,7,13,15,18,31,34
2017-09-30,1,19,20,22,32,34
2017-09-23,6,8,13,40,44,45
2017-09-16,5,10,20,29,41,45
2017-09-09,12,21,28,35,40,42
2017-09-02,16,17,21,22,23,44
2017-08-26,11,15,20,27,38,45
2017-08-19,3,9,23,30,39,45
2017-08-12,7,11,14,16,26,45
2017-08-05,1,7,11,20,21,32
2017-07-29,28,30,31,34,42,43
2017-07-22,11,22,27,32,42,44
2017-07-15,1,11,22,25,41,44
2017-07-08,11,18,22,24,26,33
2017-07-01,6,10,18,19,32,36
2017-06-24,1,5,13,29,32,43
2017-06-17,5,19,25,30,33,34
2017-06-10,12,14,20,22,24,44
2017-06-03,9,21,27,30,32,35
2017-05-27,15,17,18,24,42,45
2017-05-20,6,10,11,15,29,33
2017-05-13,1,16,21,30,35,40
2017-05-06,8,9,16,26,39,41
2017-04-29,3,10,23,29,34,37
2017-04-22,11,13,18,21,24,30
2017-04-15,3,15,26,32,40,44
2017-04-08,3,7,25,27,32,38
2017-04-01,16,20,24,32,34,37
2017-03-25,16,20,23,28,35,39
2017-03-18,1,10,15,23,36,43
2017-03-11,1,10,15,31,36,39
2017-03-04,9,12,15,18,28,34
2017-02-25,7,22,29,33,36,44
2017-02-18,21,25,28,30,33,37
2017-02-11,3,18,41,42,43,45
2017-02-04,4,16,22,34,36,38
2017-01-28,6,10,19,28,37,40
2017-01-21,14,17,30,37,41,43
2017-01-14,9,12,21,22,30,41
2017-01-07,7,19,20,22,40,41
2016-12-31,4,11,16,18,31,40
2016-12-24,4,5,9,24,34,39
2016-12-17,8,17,18,29,36,42
2016-12-10,5,20,25,33,34,36
2016-12-03,10,11,18,26,39,44
2016-11-26,18,19,27,29,38,45
2016-11-19,1,12,14,16,24,40
2016-11-12,1,3,12,18,22,38
2016-11-05,9,23,24,34,38,43
2016-10-29,15,20,23,33,39,42
2016-10-22,16,22,35,37,39,42
2016-10-15,2,8,21,22,31,40
2016-10-08,2,3,6,21,26,38
2016-10-01,6,14,22,26,35,37
2016-09-24,11,12,18,25,34,45
2016-09-17,3,8,9,12,18,27
2016-09-10,5,7,9,13,18,27
2016-09-03,7,23,28,32,36,40
2016-08-27,4,5,13,18,25,34
2016-08-20,8,16,23,34,42,45
2016-08-13,11,14,16,37,41,45
2016-08-06,6,12,15,19,23,31
2016-07-30,27,32,33,37,40,45
2016-07-23,4,7,10,15,22,32
2016-07-16,1,3,7,12,24,32
2016-07-09,13,17,21,25,33,38
2016-07-02,5,12,16,20,31,41
2016-06-25,4,7,10,17,28,31
2016-06-18,1,2,13,20,39,44
2016-06-11,4,10,25,32,39,45
2016-06-04,3,12,26,27,38,43
2016-05-28,1,21,34,35,37,42
2016-05-21,5,11,13,14,37,39
2016-05-14,4,10,13,21,33,34
2016-05-07,1,3,14,24,31,35
2016-04-30,2,20,22,24,27,30
2016-04-23,3,10,27,32,34,36
2016-04-16,1,3,11,29,36,42
2016-04-09,3,6,18,21,23,41
2016-04-02,7,11,12,23,29,36
2016-03-26,5,9,17,24,32,43
2016-03-19,8,10,16,24,28,31
2016-03-12,1,3,8,16,28,37
2016-03-05,2,11,20,26,39,45
2016-02-27,3,5,18,21,22,38
2016-02-20,5,17,22,26,30,42
2016-02-13,2,8,25,27,28,43
2016-02-06,4,26,33,39,40,43
2016-01-30,5,20,25,28,29,45
2016-01-23,20,24,33,41,44,45
2016-01-16,1,3,11,13,22,24
2016-01-09,2,18,20,25,30,36
2016-01-02,3,10,31,40,44,45
2015-12-26,5,9,25,34,35,36
2015-12-19,3,6,11,24,33,34
2015-12-12,6,7,8,11,31,40
2015-12-05,15,18,28,32,40,42
2015-11-28,1,9,17,18,24,34
2015-11-21,6,9,10,11,35,37
2015-11-14,6,10,21,28,37,42
2015-11-07,4,6,17,31,38,39
2015-10-31,10,14,19,20,27,37
2015-10-24,1,15,18,29,37,40
2015-10-17,2,7,10,13,23,24
2015-10-10,1,5,7,8,15,39
2015-10-03,3,6,7,21,22,43
2015-09-26,5,12,13,17,22,26
2015-09-19,4,5,16,29,32,44
2015-09-12,16,17,21,29,38,42
2015-09-05,5,13,27,31,37,42
2015-08-29,11,18,26,27,37,39
2015-08-22,4,13,18,27,30,36
2015-08-15,6,12,23,26,28,36
2015-08-08,1,13,24,28,29,33
2015-08-01,6,10,15,16,17,29
2015-07-25,7,8,13,20,23,32
2015-07-18,3,11,13,29,38,42
2015-07-11,14,23,24,28,41,45
2015-07-04,8,15,25,30,31,44
2015-06-27,15,17,29,30,32,39
2015-06-20,8,10,22,27,39,44
2015-06-13,8,20,36,38,43,45
2015-06-06,15,29,31,32,33,39
2015-05-30,16,20,23,36,38,43
2015-05-23,1,2,31,38,39,45
2015-05-16,10,15,16,26,30,45
2015-05-09,4,13,27,29,31,32
2015-05-02,6,15,18,23,35,43
2015-04-25,5,7,12,20,29,42
2015-04-18,4,14,16,18,26,27
2015-04-11,3,7,13,21,24,30
2015-04-04,1,24,34,40,44,45
2015-03-28,13,16,17,18,25,29
2015-03-21,2,11,12,16,24,39
2015-03-14,7,9,17,26,42,43
2015-03-07,3,6,24,40,41,44
2015-02-28,1,11,14,33,37,45
2015-02-21,5,10,11,24,39,41
2015-02-14,16,22,24,35,37,42
2015-02-07,9,19,30,33,41,44
2015-01-31,9,15,19,26,33,36
2015-01-24,10,12,30,34,42,44
2015-01-17,1,10,16,30,33,41
2015-01-10,4,19,24,25,27,34
2015-01-03,18,21,35,38,39,43
2014-12-27,7,16,20,33,39,43
2014-12-20,6,8,9,19,21,41
2014-12-13,6,11,16,17,21,44
2014-12-06,1,5,13,36,38,39
2014-11-29,18,28,31,36,41,42
2014-11-22,1,5,14,23,31,42
2014-11-15,4,9,13,37,42,43
2014-11-08,16,19,20,22,27,35
2014-11-01,9,15,21,24,30,42
2014-10-25,11,12,17,36,38,44
2014-10-18,5,7,8,9,27,34
2014-10-11,3,11,13,21,42,44
2014-10-04,6,20,22,29,32,44
2014-09-27,1,6,16,20,25,36
2014-09-20,1,12,22,27,38,40
2014-09-13,1,5,10,14,29,33
2014-09-06,4,10,17,27,34,43
2014-08-30,2,14,24,37,40,44
2014-08-23,11,29,30,40,41,43
2014-08-16,2,3,15,16,18,24
2014-08-09,23,26,27,30,31,41
2014-08-02,7,10,12,26,30,36
2014-07-26,5,7,12,28,40,45
2014-07-19,4,8,13,27,28,42
2014-07-12,1,3,15,19,42,44
2014-07-05,5,7,14,20,31,39
2014-06-28,1,17,20,40,42,44
2014-06-21,1,12,28,31,32,34
2014-06-14,11,13,16,19,27,35
2014-06-07,1,19,20,36,38,41
2014-05-31,1,13,20,26,37,45
2014-05-24,11,13,28,37,43,45
2014-05-17,8,9,22,25,36,42
2014-05-10,10,13,16,22,39,45
2014-05-03,1,12,14,19,37,41
2014-04-26,12,20,24,32,39,45
2014-04-19,3,7,17,23,25,26
2014-04-12,13,18,20,21,28,45
2014-04-05,1,22,24,29,36,39
2014-03-29,10,21,22,26,29,41
2014-03-22,4,12,18,19,29,33
2014-03-15,13,33,36,38,39,43
2014-03-08,3,19,27,38,40,42
2014-03-01,4,13,33,35,39,45
2014-02-22,8,12,15,25,26,45
2014-02-15,6,27,28,32,39,40
2014-02-08,6,15,17,21,22,42
2014-02-01,11,16,32,40,41,45
2014-01-25,30,35,36,37,42,43
2014-01-18,1,9,10,13,27,39
2014-01-11,7,14,23,27,38,40
2014-01-04,5,6,10,28,32,40
2013-12-28,17,22,24,25,26,40
2013-12-21,1,3,10,17,20,35
2013-12-14,4,9,14,22,42,45
2013-12-07,3,7,28,31,38,41
2013-11-30,24,27,30,37,43,45
2013-11-23,5,7,20,30,31,39
2013-11-16,5,8,15,32,36,39
2013-11-09,2,16,20,27,28,32
2013-11-02,2,5,23,32,40,43
2013-10-26,9,13,16,21,33,44
2013-10-19,5,20,27,31,37,42
2013-10-12,3,9,33,34,39,41
2013-10-05,6,8,11,21,27,31
2013-09-28,1,13,21,27,34,37
2013-09-21,1,2,5,16,19,42
2013-09-14,3,11,20,28,34,40
2013-09-07,1,11,12,15,25,36
2013-08-31,15,18,26,28,39,41
2013-08-24,12,15,16,37,42,45
2013-08-17,5,27,33,35,42,45
2013-08-10,8,18,21,23,27,37
2013-08-03,1,14,24,26,30,37
2013-07-27,6,25,27,29,38,41
2013-07-20,1,3,9,12,22,29
2013-07-13,5,9,14,27,37,40
2013-07-06,3,8,19,26,29,43
2013-06-29,11,22,25,26,31,42
2013-06-22,13,17,18,20,21,43
2013-06-15,1,4,15,16,17,21
2013-06-08,7,8,10,25,28,42
2013-06-01,12,15,30,37,40,44
2013-05-25,1,15,16,20,31,36
2013-05-18,3,6,14,16,25,31
2013-05-11,16,30,32,35,38,41
2013-05-04,2,12,13,20,30,35
2013-04-27,8,15,18,33,40,43
2013-04-20,7,10,28,34,41,44
2013-04-13,2,4,6,9,37,44
2013-04-06,19,20,21,23,25,43
2013-03-30,4,29,33,40,41,43
2013-03-23,2,3,12,13,16,30
2013-03-16,4,24,25,29,32,43
2013-03-09,7,10,12,28,44,45
2013-03-02,11,13,18,20,42,43
2013-02-23,6,8,13,29,34,39
2013-02-16,1,6,16,17,18,34
2013-02-09,8,29,30,33,36,41
2013-02-02,5,18,29,31,44,45
2013-01-26,6,12,25,36,39,43
2013-01-19,4,11,14,16,19,25
2013-01-12,2,6,11,15,31,34
2013-01-05,20,28,30,31,32,37
2012-12-29,7,14,15,25,35,37
2012-12-22,1,4,10,17,29,45
2012-12-15,5,7,9,16,20,41
2012-12-08,6,13,16,33,36,41
2012-12-01,11,17,25,30,40,41
2012-11-24,17,26,30,32,42,43
2012-11-17,5,8,11,20,29,33
2012-11-10,1,4,25,27,40,41
2012-11-03,7,12,20,31,38,43
2012-10-27,5,6,25,33,34,44
2012-10-20,10,25,26,27,32,35
2012-10-13,2,11,13,15,26,40
2012-10-06,18,20,23,32,40,42
2012-09-29,9,10,16,25,32,34
2012-09-22,1,17,19,32,34,45
2012-09-15,2,11,19,23,32,34
2012-09-08,4,5,7,15,35,38
2012-09-01,9,19,24,28,29,31
2012-08-25,4,17,21,27,28,30
2012-08-18,10,11,15,30,34,36
2012-08-11,21,22,27,31,32,38
2012-08-04,16,19,20,37,39,43
2012-07-28,1,27,28,33,37,42
2012-07-21,3,6,7,9,23,43
2012-07-14,17,30,36,41,42,45
2012-07-07,2,15,21,31,37,38
2012-06-30,8,30,32,33,37,40
2012-06-23,2,16,19,29,30,31
2012-06-16,16,18,25,35,36,40
2012-06-09,1,4,16,26,27,32
2012-06-02,6,17,18,31,36,43
2012-05-26,10,13,22,36,37,38
2012-05-19,9,12,28,29,32,41
2012-05-12,1,2,14,16,19,45
2012-05-05,7,9,12,15,27,40
2012-04-28,4,5,12,23,31,33
2012-04-21,1,2,15,16,21,28
2012-04-14,7,8,13,18,25,43
2012-04-07,17,26,27,28,30,38
2012-03-31,2,6,26,29,41,43
2012-03-24,17,27,29,39,42,45
2012-03-17,4,10,21,30,41,42
2012-03-10,20,21,26,32,41,43
2012-03-03,4,5,11,12,14,31
2012-02-25,12,14,18,19,30,38
2012-02-18,3,13,14,32,37,38
2012-02-11,3,13,17,21,25,35
2012-02-04,3,10,20,28,40,41
2012-01-28,22,28,31,32,40,43
2012-01-21,2,9,14,22,31,33
2012-01-14,13,16,18,19,23,28
2012-01-07,19,29,30,33,44,45
2011-12-31,7,8,28,33,38,41
2011-12-24,1,4,7,9,12,30
2011-12-17,6,11,12,24,26,36
2011-12-10,9,18,29,32,33,41
2011-12-03,2,9,13,18,26,44
2011-11-26,9,12,22,28,41,42
2011-11-19,9,18,23,24,33,36
2011-11-12,4,5,10,17,22,40
2011-11-05,2,6,12,18,44,45
2011-10-29,11,12,15,20,32,33
2011-10-22,7,19,28,29,43,45
2011-10-15,8,12,18,21,24,30
2011-10-08,7,18,22,37,38,39
2011-10-01,19,25,30,38,42,44
2011-09-24,7,10,11,14,37,39
2011-09-17,8,10,12,21,37,42
2011-09-10,10,20,21,25,38,39
2011-09-03,1,7,21,22,23,27
2011-08-27,4,8,16,32,33,34
2011-08-20,3,24,26,30,32,39
2011-08-13,8,13,15,22,33,34
2011-08-06,4,6,9,27,39,43
2011-07-30,2,5,9,16,23,31
2011-07-23,1,4,22,24,31,33
2011-07-16,11,16,17,29,35,38
2011-07-09,15,32,34,36,41,45
2011-07-02,6,10,14,17,39,40
2011-06-25,10,11,12,15,22,28
2011-06-18,1,6,14,19,32,42
2011-06-11,3,11,17,30,36,38
2011-06-04,1,19,22,23,27,45
2011-05-28,1,9,11,13,33,35
2011-05-21,8,13,15,19,27,43
